0,0,0,0
19,30.5,34,39
21,33.5,34,39
23,36.5,34,39
27,38.5,34,39
31,38.5,34,39
37,39.5,34,39
40,39.5,34,39
44,41.5,34,39
48,43.5,34,39
53,44.5,34,39
57,43.5,34,39
61,42.5,34,39
64,41.5,34,39
66,39.5,34,39
69,37.5,34,39
72,36.5,34,39
75,34.5,34,39
80,32.5,34,39
87,32.5,34,39
95,32.5,34,39
103,32.5,34,39
112,31.5,34,39
120,31.5,34,39
128,31.5,34,39
135,31.5,34,39
141,31.5,34,39
145,30.5,34,39
146,29.5,34,39
145,28.5,34,39
142,28.5,34,39
136,29.5,34,39
128,28.5,34,39
121,28.5,34,39
113,26.5,34,39
105,27.5,34,39
95,28.5,34,39
87,31.5,34,39
81,33.5,34,39
77,34.5,34,39
73,26.5,34,39
68,26.5,34,39
65,27.5,34,39
61,28.5,34,39
57,38.5,34,39
54,40.5,34,39
52,41.5,34,39
50,40.5,34,39
48,39.5,34,39
46,39.5,34,39
45,39.5,34,39
47,39.5,34,39
51,39.5,34,39
58,39.5,34,39
68,38.5,34,39
79,38.5,34,39
90,37.5,34,39
100,36.5,34,39
109,36.5,34,39
118,35.5,34,39
125,35.5,34,39
133,33.5,34,39
139,32.5,34,39
144,30.5,34,39
149,28.5,34,39
151,27.5,34,39
151,26.5,34,39
149,26.5,34,39
144,27.5,34,39
136,30.5,34,39
126,34.5,34,39
116,37.5,34,39
105,39.5,34,39
93,40.5,34,39
81,41.5,34,39
69,40.5,34,39
58,39.5,34,39
47,36.5,34,39
37,33.5,34,39
27,30.5,34,39
17,29.5,34,39
5,29.5,34,39
-6,32.5,34,39
-16,35.5,34,39
-23,36.5,34,39
-25,35.5,34,39
-24,36.5,34,39
-22,36.5,34,39
-22,32.5,34,39
-18,25.5,34,39
-14,24.5,34,39
-11,25.5,34,39
-9,25.5,34,39
0,0,0,0
0,0,0,0
0,0,0,0
13,42.466,34,39
15,43.466,34,39
23,44.466,34,39
29,44.466,34,39
37,45.466,34,39
45,46.466,34,39
55,47.466,34,39
65,48.466,34,39
76,50.466,34,39
87,50.466,34,39
98,51.466,34,39
95,49.466,34,39
81,57.466,34,39
83,56.466,34,39
83,56.466,34,39
84,55.466,34,39
84,55.466,34,39
83,56.466,34,39
84,55.466,34,39
84,55.466,34,39
84,55.466,34,39
84,55.466,34,39
84,55.466,34,39
84,55.466,34,39
84,55.466,34,39
84,55.466,34,39
84,55.466,34,39
84,55.466,34,39
84,55.466,34,39
84,55.466,34,39
84,55.466,34,39
84,55.466,34,39
84,55.466,34,39
84,55.466,34,39
84,55.466,34,39
83,56.466,34,39
83,56.466,34,39
0,0,0,0
0,0,0,0
0,0,0,0
81.522,57.996,34,39
82.522,55.996,34,39
83.522,54.996,34,39
83.522,54.996,34,39
83.522,54.996,34,39
83.522,54.996,34,39
83.522,54.996,34,39
83.522,54.996,34,39
83.522,54.996,34,39
83.522,54.996,34,39
83.522,54.996,34,39
83.522,54.996,34,39
83.522,54.996,34,39
83.522,54.996,34,39
83.522,54.996,34,39
83.522,54.996,34,39
83.522,54.996,34,39
83.522,54.996,34,39
83.522,54.996,34,39
83.522,54.996,34,39
83.522,54.996,34,39
83.522,54.996,34,39
83.522,54.996,34,39
83.522,54.996,34,39
83.522,54.996,34,39
83.522,54.996,34,39
83.522,54.996,34,39
83.522,54.996,34,39
83.522,54.996,34,39
83.522,54.996,34,39
83.522,54.996,34,39
83.522,54.996,34,39
83.522,54.996,34,39
83.522,54.996,34,39
83.522,54.996,34,39
83.522,54.996,34,39
83.522,54.996,34,39
83.522,54.996,34,39
83.522,54.996,34,39
83.522,55.996,34,39
83.522,54.996,34,39
77.522,58.996,34,39
75.522,63.996,34,39
74.522,67.996,34,39
73.522,68.996,34,39
75.522,66.996,34,39
76.522,64.996,34,39
77.522,64.996,34,39
81.522,58.996,34,39
83.522,55.996,34,39
83.522,55.996,34,39
84.522,54.996,34,39
85.522,52.996,34,39
83.522,54.996,34,39
83.522,54.996,34,39
83.522,54.996,34,39
83.522,54.996,34,39
83.522,54.996,34,39
83.522,54.996,34,39
83.522,54.996,34,39
83.522,54.996,34,39
83.522,54.996,34,39
83.522,54.996,34,39
83.522,54.996,34,39
83.522,54.996,34,39
83.522,54.996,34,39
83.522,54.996,34,39
83.522,54.996,34,39
83.522,54.996,34,39
83.522,54.996,34,39
83.522,54.996,34,39
83.522,54.996,34,39
83.522,54.996,34,39
83.522,54.996,34,39
83.522,54.996,34,39
83.522,54.996,34,39
83.522,54.996,34,39
83.522,55.996,34,39
83.522,55.996,34,39
78.522,63.996,34,39
72.522,68.996,34,39
69.522,72.996,34,39
70.522,74.996,34,39
73.522,72.996,34,39
75.522,66.996,34,39
79.522,61.996,34,39
83.522,56.996,34,39
87.522,52.996,34,39
94.522,49.996,34,39
103.52,46.996,34,39
110.52,42.996,34,39
114.52,40.996,34,39
116.52,41.996,34,39
116.52,42.996,34,39
114.52,43.996,34,39
107.52,45.996,34,39
97.522,50.996,34,39
88.522,57.996,34,39
81.522,63.996,34,39
79.522,67.996,34,39
80.522,70.996,34,39
82.522,70.996,34,39
84.522,68.996,34,39
89.522,62.996,34,39
94.522,58.996,34,39
100.52,56.996,34,39
103.52,49.996,34,39
105.52,50.996,34,39
107.52,55.996,34,39
112.52,55.996,34,39
114.52,56.996,34,39
114.52,56.996,34,39
111.52,55.996,34,39
106.52,58.996,34,39
100.52,58.996,34,39
115.52,54.996,34,39
112.52,54.996,34,39
110.52,55.996,34,39
0,0,0,0
93.952,70.346,34,39
94.952,69.346,34,39
95.952,68.346,34,39
103.95,61.346,34,39
106.95,59.346,34,39
107.95,58.346,34,39
105.95,59.346,34,39
101.95,58.346,34,39
94.952,57.346,34,39
92.952,55.346,34,39
88.952,54.346,34,39
86.952,49.346,34,39
84.952,44.346,34,39
88.952,38.346,34,39
87.952,41.346,34,39
87.952,39.346,34,39
85.952,39.346,34,39
84.952,39.346,34,39
82.952,41.346,34,39
78.952,43.346,34,39
73.952,46.346,34,39
69.952,48.346,34,39
69.952,47.346,34,39
64.952,48.346,34,39
60.952,48.346,34,39
58.952,47.346,34,39
60.952,45.346,34,39
66.952,43.346,34,39
73.952,43.346,34,39
79.952,45.346,34,39
89.952,48.346,34,39
99.952,55.346,34,39
99.952,54.346,34,39
98.952,54.346,34,39
98.952,54.346,34,39
98.952,54.346,34,39
98.952,54.346,34,39
98.952,54.346,34,39
98.952,54.346,34,39
98.952,54.346,34,39
98.952,53.346,34,39
98.952,53.346,34,39
97.952,53.346,34,39
99.952,53.346,34,39
96.952,53.346,34,39
101.95,53.346,34,39
102.95,52.346,34,39
106.95,53.346,34,39
109.95,53.346,34,39
104.95,53.346,34,39
0,0,0,0
115.63,53.856,34,39
115.63,52.856,34,39
113.63,51.856,34,39
111.63,51.856,34,39
110.63,51.856,34,39
107.63,51.856,34,39
105.63,51.856,34,39
104.63,50.856,34,39
96.632,51.856,34,39
88.632,53.856,34,39
86.632,54.856,34,39
85.632,54.856,34,39
86.632,53.856,34,39
97.632,51.856,34,39
97.632,52.856,34,39
97.632,52.856,34,39
97.632,52.856,34,39
97.632,52.856,34,39
97.632,51.856,34,39
96.632,51.856,34,39
89.632,54.856,34,39
86.632,57.856,34,39
87.632,59.856,34,39
96.632,57.856,34,39
105.63,51.856,34,39
105.63,51.856,34,39
114.63,47.856,34,39
114.63,46.856,34,39
114.63,46.856,34,39
104.63,51.856,34,39
99.632,54.856,34,39
100.63,56.856,34,39
107.63,60.856,34,39
107.63,60.856,34,39
0,0,0,0
80.73,70.796,34,39
80.73,70.796,34,39
80.73,70.796,34,39
80.73,70.796,34,39
80.73,70.796,34,39
80.73,70.796,34,39
80.73,70.796,34,39
80.73,70.796,34,39
0,0,0,0
0,0,0,0
0,0,0,0
80.73,69.796,34,39
80.73,70.796,34,39
80.73,70.796,34,39
80.73,70.796,34,39
80.73,70.796,34,39
80.73,70.796,34,39
80.73,70.796,34,39
80.73,70.796,34,39
80.73,70.796,34,39
80.73,70.796,34,39
80.73,70.796,34,39
80.73,70.796,34,39
80.73,70.796,34,39
