0,0,0,0
121,46,38,42
126,49,38,42
129,51,38,42
133,53,38,42
137,53,38,42
142,54,38,42
146,56,38,42
149,57,38,42
151,58,38,42
153,59,38,42
155,58,38,42
155,56,38,42
152,53,38,42
146,50,38,42
140,47,38,42
133,45,38,42
125,43,38,42
117,42,38,42
111,41,38,42
105,42,38,42
99,43,38,42
94,44,38,42
93,45,38,42
97,46,38,42
105,49,38,42
114,51,38,42
122,53,38,42
129,55,38,42
135,47,38,42
138,43,38,42
142,41,38,42
145,41,38,42
147,45,38,42
145,56,38,42
142,58,38,42
140,58,38,42
136,57,38,42
130,56,38,42
124,54,38,42
117,51,38,42
112,47,38,42
106,41,38,42
108,37,38,42
115,36,38,42
126,37,38,42
141,38,38,42
155,38,38,42
165,39,38,42
171,40,38,42
172,42,38,42
169,44,38,42
162,47,38,42
152,51,38,42
140,53,38,42
125,55,38,42
110,56,38,42
100,56,38,42
92,56,38,42
85,57,38,42
83,57,38,42
82,54,38,42
81,48,38,42
86,42,38,42
95,35,38,42
106,28,38,42
118,24,38,42
130,24,38,42
141,26,38,42
144,28,38,42
142,28,38,42
139,32,38,42
142,37,38,42
148,40,38,42
158,41,38,42
168,40,38,42
176,39,38,42
183,35,38,42
182,31,38,42
175,29,38,42
166,29,38,42
154,31,38,42
142,32,38,42
130,33,38,42
121,35,38,42
113,37,38,42
106,39,38,42
99,39,38,42
92,38,38,42
86,36,38,42
81,32,38,42
73,28,38,42
74,26,38,42
67,25,38,42
61,26,38,42
58,28,38,42
58,31,38,42
61,34,38,42
65,36,38,42
71,39,38,42
78,40,38,42
85,40,38,42
92,43,38,42
91,46,38,42
91,48,38,42
90,48,38,42
90,49,38,42
90,49,38,42
93,48,38,42
101,48,38,42
110,48,38,42
110,50,38,42
119,51,38,42
130,52,38,42
141,51,38,42
152,50,38,42
162,48,38,42
170,46,38,42
178,45,38,42
182,45,38,42
182,45,38,42
181,47,38,42
179,50,38,42
176,52,38,42
175,53,38,42
175,51,38,42
177,48,38,42
176,43,38,42
169,38,38,42
161,35,38,42
154,35,38,42
144,37,38,42
130,39,38,42
116,41,38,42
107,41,38,42
102,39,38,42
103,37,38,42
96,38,38,42
91,38,38,42
86,39,38,42
84,42,38,42
78,43,38,42
75,47,38,42
71,49,38,42
69,50,38,42
70,50,38,42
73,50,38,42
62,50,38,42
64,46,38,42
74,45,38,42
84,45,38,42
94,41,38,42
104,40,38,42
115,42,38,42
125,38,38,42
136,33,38,42
147,29,38,42
154,25,38,42
156,23,38,42
154,24,38,42
150,27,38,42
145,29,38,42
139,21,38,42
135,17,38,42
130,19,38,42
124,24,38,42
124,23,38,42
117,24,38,42
111,25,38,42
105,26,38,42
99,27,38,42
92,27,38,42
84,27,38,42
82,27,38,42
84,27,38,42
86,27,38,42
90,27,38,42
96,27,38,42
104,27,38,42
114,27,38,42
121,28,38,42
120,35,38,42
115,35,38,42
107,36,38,42
100,36,38,42
100,32,38,42
105,27,38,42
115,25,38,42
119,27,38,42
121,35,38,42
117,43,38,42
113,40,38,42
114,41,38,42
115,42,38,42
115,43,38,42
0,0,0,0
0,0,0,0
131.75,41.281,38,42
124.75,39.281,38,42
123.75,35.281,38,42
122.75,29.281,38,42
115.75,24.281,38,42
106.75,28.281,38,42
100.75,36.281,38,42
99.745,42.281,38,42
105.75,44.281,38,42
113.75,40.281,38,42
116.75,36.281,38,42
115.75,32.281,38,42
113.75,30.281,38,42
106.75,30.281,38,42
93.745,38.281,38,42
86.745,47.281,38,42
88.745,56.281,38,42
0,0,0,0
117.61,-12.708,38,42
116.61,-15.708,38,42
0,0,0,0
144.85,33.337,38,42
148.85,29.337,38,42
155.85,27.337,38,42
159.85,29.337,38,42
152.85,35.337,38,42
149.85,36.337,38,42
142.85,43.337,38,42
131.85,46.337,38,42
127.85,47.337,38,42
129.85,43.337,38,42
120.85,39.337,38,42
125.85,40.337,38,42
123.85,45.337,38,42
137.85,49.337,38,42
130.85,48.337,38,42
118.85,49.337,38,42
0,0,0,0
0,0,0,0
0,0,0,0
101.11,45.713,38,42
115.11,47.713,38,42
113.11,43.713,38,42
123.11,41.713,38,42
131.11,44.713,38,42
141.11,48.713,38,42
147.11,50.713,38,42
146.11,51.713,38,42
137.11,55.713,38,42
125.11,59.713,38,42
113.11,63.713,38,42
107.11,64.713,38,42
104.11,62.713,38,42
102.11,58.713,38,42
99.106,54.713,38,42
101.11,52.713,38,42
111.11,49.713,38,42
124.11,44.713,38,42
136.11,38.713,38,42
142.11,33.713,38,42
140.11,32.713,38,42
136.11,33.713,38,42
136.11,36.713,38,42
141.11,39.713,38,42
146.11,41.713,38,42
152.11,39.713,38,42
155.11,33.713,38,42
156.11,26.713,38,42
156.11,23.713,38,42
156.11,26.713,38,42
157.11,30.713,38,42
159.11,33.713,38,42
157.11,36.713,38,42
152.11,38.713,38,42
151.11,37.713,38,42
151.11,35.713,38,42
152.11,30.713,38,42
154.11,23.713,38,42
156.11,16.713,38,42
155.11,10.713,38,42
151.11,6.7131,38,42
147.11,4.7131,38,42
142.11,7.7131,38,42
139.11,13.713,38,42
138.11,14.713,38,42
137.11,16.713,38,42
136.11,24.713,38,42
134.11,31.713,38,42
132.11,44.713,38,42
128.11,48.713,38,42
121.11,51.713,38,42
113.11,52.713,38,42
118.11,51.713,38,42
0,0,0,0
112.78,-13.592,38,42
111.78,-14.592,38,42
111.78,-14.592,38,42
111.78,-14.592,38,42
111.78,-14.592,38,42
111.78,-15.592,38,42
110.78,-15.592,38,42
111.78,-15.592,38,42
110.78,-15.592,38,42
111.78,-15.592,38,42
111.78,-15.592,38,42
111.78,-15.592,38,42
111.78,-15.592,38,42
111.78,-15.592,38,42
111.78,-15.592,38,42
111.78,-14.592,38,42
111.78,-14.592,38,42
111.78,-14.592,38,42
111.78,-14.592,38,42
111.78,-14.592,38,42
111.78,-14.592,38,42
111.78,-14.592,38,42
111.78,-14.592,38,42
111.78,-14.592,38,42
111.78,-14.592,38,42
111.78,-14.592,38,42
111.78,-14.592,38,42
111.78,-14.592,38,42
111.78,-14.592,38,42
111.78,-14.592,38,42
111.78,-14.592,38,42
111.78,-14.592,38,42
111.78,-14.592,38,42
111.78,-15.592,38,42
0,0,0,0
0,0,0,0
104.78,-15.592,38,42
99.782,-15.592,38,42
99.782,-14.592,38,42
97.782,-14.592,38,42
97.782,-14.592,38,42
96.782,-14.592,38,42
95.782,-15.592,38,42
96.782,-14.592,38,42
96.782,-14.592,38,42
96.782,-14.592,38,42
96.782,-14.592,38,42
96.782,-14.592,38,42
96.782,-14.592,38,42
96.782,-14.592,38,42
96.782,-14.592,38,42
96.782,-14.592,38,42
96.782,-14.592,38,42
96.782,-14.592,38,42
96.782,-14.592,38,42
96.782,-14.592,38,42
96.782,-14.592,38,42
96.782,-14.592,38,42
96.782,-14.592,38,42
96.782,-14.592,38,42
96.782,-14.592,38,42
95.782,-15.592,38,42
95.782,-15.592,38,42
